Year,Year,World_Production_quad Btu,World_product_Coal_quad Btu,World_product_Natural gas_quad Btu,World_product_Petroleum and other liquids_quad Btu,"        World_product_Nuclear, renewables_quad Btu",World_product_Nuclear_quad Btu,World_product_Renewables_quad Btu,    World_Consumption_quad Btu,World_consume_Coal _quad Btu,World_consume_Natural gas_quad Btu,World_consume_Petroleum_quad Btu,"World_consume_Nuclear, renewables_quad Btu",World_consume_Nuclear _quad Btu,World_consume_Renewables_quad Btu,    Africa_Production _quad Btu,Africa_Coal_quad Btu,Africa_Naturalgas_quad Btu,       Africa_Petroleum_quad Btu,"Africa_Nuclear,_renewables_quad Btu",Africa_Nuclear_quad Btu,Africa_Renewables_quad Btu,Africa_Consumption_quad Btu,Africa_consume_Coal_quad Btu,Africa_consume_NaturaGAS_quad Btu,Africa_consume_Petroleum_quad Btu,Africa_consume_Nuclear_renewables_quad Btu,Africa_consume_Nuclear_quad Btu,Africa_consume_Renewables _quad Btu,    Eurasia_Production_quad Btu,        Eurasia_prod_Coal_quad Btu,Eurasia_prod_NaturalGAS_quad Btu,Euroasia_prod_Petroleum_quad Btu,Euroasia_product_Nuclear_renewables_quad Btu,Eurasia_product_Nuclear_quadBtu,Eurasia_prod_RenewablesquadBTU,Eurasia_Consumption_quadBTU,Eurasia_consume_Coal_QuadBTU,Eurasia_consume_NaturalGAS_quadBTU,Eurasia_consume_Petroleum_QuadBTU,Eurasia_consume_Nuclear_renewables_QuadBTU,Eurasia_consume_Nuclear_QuadBtu,         Eurasia_consume_Renewables_QuadBTU,    Asia_Production_QuadBTU,Asia_prod_Coal_QuadBTU,Asia_prod_NaturalGAS_QuadBTU,Asia_prod_PetroleumQuadBTU,Asia_prod_Nuclear_renewables_QuadBTU,Asia_prod_Nuclea _quadBTU,Asia_prod_quadBTU,    Asia_Consumption_quad_BTU,Asia_consume_Coal_quad Btu,Asia_consume_NaturalGAS_quadBtu,Asia_consume_Petroleum_QuadBTU,Asia_consume_Nuclear_renewables_quadBTU,Asia_consume_Nuclear_quad Btu,    Asia_consume_Renewables_quadBTU,    Europe_Production_QuadBTU,Europe_Coal_QuadBTU,Europe_Natural gas_quadBtu,Europe_Petroleum_product_QUADBTU,Europe_Nuclear_renewables_production_quadBTU,Europe_Nuclear_quadBtu,Europe_Renewables_prod_quadBTU,Europe_Consumption_quad Btu,Europe_consume_Coal_quad Btu,    Europe_consume_Natural gas (quad Btu),Europe_consume_Petroleum_quadBTU,Europe_consume_Nuclear_renewables_quadBTU,Europe_consume_Nuclear_quad Btu,            Europe_consume_Renewables_quadBTU,    ME_Production_quad Btu,ME_product_Coal_quad Btu,ME_product_NaturalGAS_quadBTU ,ME_product_Petroleum_quadBTU,ME_product_Nuclear_renewables_quadBTU,ME_product_Nuclear (quad Btu),ME_product_Renewables_quadBTU,ME_Consumption_quadBTU,  ME_consume_Coal_quadBTU,ME_consume_NaturalGAS_quadBTU,ME_consume_Petroleum_quad_BTU,ME_consume_Nuclear_renewables_quadBTU,ME_consume_Nuclear_quad Btu,ME_consume_Renewables_quad Btu,    NA_Production_quadBtu,NA_product_Coal_quadBtu,NA_product_NaturalGAS_quadBTU,NA_product_Petroleum_quadBtu,NA_product_Nuclear_renewables_quadBTU,NA_product_Nuclear_quadBtu,  NA_product_Renewables_quadBTU,NA_Consumption (quad Btu),NA_consume_Coal_quadBtu,NA_consume_NaturalGAS_quadBtu,NA_consume_Petroleum_quadBtu,NA_consume_Nuclear_renewables_quadBTU,NA_consume_Nuclear_quadBtu,NA_consume_Renewables_quadBTU,LA_Production_quadBtu,LA_prod_Coal_quadBtu,LA_prod_NaturalGAS_quadBTU,LA_prod_Petroleum_quadBTU,LA_prod_Nuclear_renewables_quadBTU,LA_prod_Nuclear_quadBTU,LA_prod_Renewables_QuadBTU,LA_Consumption_quadBtu,LA_consume_Coal_quadBtu,LA_consume_NaturalGAS_quadBtu,LA_consume_Petroleum_QuadBTU,LA_consume_Nuclear_renewables_quadBTU,LA_consume_Nuclear_quadBtu,LA_Consume_Renewables_quadBtu,World_GDP_USDB,Africa_GPD_USDB,Eurasia_GDP_USDB,Europe_GDP_USDB,Asia_GPD_USDB,ME_GDP_USDB,LatinAmerica_USDB,NorthAmerica_USDB,        World_pop,Africa_pop,Eurasia_pop,Europe_pop,Asia_pop,ME_pop,LatinAmerica_pop,NorthAmerica_pop,World_GDP_USDB,Africa_GPD_USDB,Eurasia_GDP_USDB,Europe_GDP_USDB,Asia_GPD_USDB,ME_GDP_USDB,LatinAmerica_USDB,NorthAmerica_USDB,Fossil fuel_plus_landuse_emissions_GtCO2,Land_use_emissions_GtCO2,Fossil_fuel_industry_emissions_GtCO2,World_1000BTU_GDPBUSD,Africa_1000BTU_GDPBUSD,Eurasia_1000BTU_GDPBUSD,Europe_1000BTU_GDPBUSD,Asia_1000BTU_GDPBUSD,ME_1000BTU_GDPBUSD,LatinAmerica_1000BTU_GDPBUSD,NorthAmerica_1000BTU_GDPBUSD,    World_MMBtu_person,Africa_MMBtu_person,Eurasia_MMBtu_person,Europe_MMBtu_person,Asia_MMBtu_person,ME_MMBtu_person,LA_MMBtu_person,NA_MMBtu_person
1990,1990,357.88506713030100,99.15628582309610,75.71061055622450,136.20048496405200,46.81768578692840,20.356921439558400,26.46076434737,353.62901743579100,95.95235427807740,75.1232191863526,136.13352935820700,46.41991461315350,20.356921439558400,26.062993173595000,21.448260961106900,3.9630166486522500,2.81449939359552,14.005501677399200,0.66524324146,0.087092292,0.57815094946,9.703891354866800,3.2152830774400300,1.5152643530970800,4.30121317367085,0.6721307506588490,0.087092292,0.5850384586588490,75.46878668349470,17.03278406432540,29.530332,24.19838504722840,4.707285571940850,2.307575377940850,2.399710194,62.94084627785330,15.29165481782210,25.609986,17.475905445,4.56330001503125,2.307575377940850,2.2557246370904000,61.78204664108700,34.517910827029800,5.802353041163570,13.963286725534700,7.498496047359,2.872986697359,4.62550935,75.77779501207770,33.51681978368200,6.140323850919000,28.70263541792220,7.418015959554480,2.872986697359,4.545029262195480,49.903245661276,18.827190315087100,8.367825880944230,9.450544512986060,13.257684952258600,8.058557312258600,5.19912764,79.86179831043320,22.843822519702100,13.028213676134200,30.6181263541074,13.371635760489400,8.058557312258600,5.313078448230840,40.87901806267220,0.03213455386082700,3.7732057411511300,36.973340075660300,0.100337692,,0.100337692,11.03768346822090,0.12292084915882400,3.5943789298322900,7.220030324789400,0.10035336444034000,,0.10035336444034000,91.46147503142790,24.080324021018600,23.232253266,27.78766886440940,16.36122888,6.927833002,9.433395878,99.81713082723780,20.304217589234300,23.033153533,40.16991565003460,16.30984405496890,6.927833002,9.38201105296885,16.942234089235800,0.7029253931221770,2.19014123337,9.82175806083363,4.22740940191,0.102876758,4.12453264391,14.48987218510120,0.6576356410380640,2.20189884337,7.645702992682860,3.9846347080102700,0.102876758,3.881757950010270,49198.503499,2341.560308,4245.77662,13818.53492,11630.920131,1907.9516,3350.96221,11902.79771,5294251.48698,624652.17498,280251.19,532056.495,3003059.079,133774.41,358993.584,361464.554,49198.503499,2341.560308,4245.77662,13818.53492,11630.920131,1907.9516,3350.96221,11902.79771,27048752260,4299177896,22749574360,7.187800284270410,4.144198772806840,14.82434237858080,5.779324564635770,6.515202078475840,5.785096156642990,4.32409298495228,8.386022619150920,66.7949035487756,15.534871635046300,224.58725787338600,150.1002225533080,25.233534545484600,82.50967780923760,40.36248231417190,276.14638758531700
1991,1991,355.1719778272750,94.67680204065850,76.54630922805,135.6845937855960,48.264272772971,21.182969679019,27.081303093952,353.97700756641200,92.87653745931070,76.729898462955,136.44086780686300,47.92970383728300,21.182969679019,26.746734158264000,22.280456558112700,4.012035171515980,3.071297628,14.50638122299670,0.6907425356,0.09176004,0.5989824956,9.888625840684210,3.149607864106820,1.6555800684,4.38961287950205,0.6938250286753390,0.09176004,0.6020649886753390,71.03549202553240,15.248816378360500,28.966476,22.08101544817200,4.739184199,2.310946155,2.428238044,62.001478535115100,14.561299319057800,25.314168,17.388061625,4.737949591057240,2.310946155,2.4270034360572400,63.604222413151600,35.376451905059600,6.110314671695,14.371043701378000,7.746412135019,3.014844531019,4.731567604,78.0328591438812,34.07655324501720,6.57061500026,29.738807016316700,7.646883882287390,3.014844531019,4.632039351268390,48.24638105420460,16.03707041257850,8.76810022879,9.920915922836030,13.52029449,8.271737882,5.248556608,78.07945329058580,20.15081666134300,13.58990928573,30.755409147282600,13.58331819623020,8.271737882,5.3115803142301500,40.18678466919930,0.02395320575598110,3.925790162,36.127901613443300,0.109139688,,0.109139688,11.254486798611200,0.1455701687357350,3.681932162,7.3178243258894,0.10916014198601600,,0.10916014198601600,91.96868446249780,23.27858631748690,23.350382964,28.357197216010800,16.982517965,7.388773796,9.593744169,100.2151366592350,20.133145270889200,23.561302273,39.59285896830130,16.927830147044700,7.388773796,9.539056351044740,17.849956644577000,0.6998886499009920,2.353947573565,10.32013866075900,4.475981760352,0.104907275,4.371074485352,14.504967298299300,0.6595449301609780,2.356391673565,7.258293844571210,4.230736850002130,0.104907275,4.125829575002130,50152.232934,2372.210787,3993.5788,14201.63529,12212.024399,1984.8602,3464.827638,11923.09582,5396473.6766,641715.654,281566.65,549392.415,3053814.2574,137774.276,365518.2772,366692.147,50152.232934,2372.210787,3993.5788,14201.63529,12212.024399,1984.8602,3464.827638,11923.09582,27450188020,4212085871,23238102150,7.058050795709200,4.1685274744028100,15.525292385645400,5.4979199012077800,6.389838129562780,5.670165988824380,4.186345992862150,8.405127172687200,65.59413216473470,15.409669031829800,220.20178361008000,142.11964191494300,25.552588522629400,81.6878674696222,39.68328864267070,273.29501730298900
1992,1992,353.97563660010100,92.60364481878060,76.98422316215,135.97233507663000,48.415433542541,21.279740377511,27.13569316503,352.9207900324460,90.40618094328010,77.11050758932,137.34167892047100,48.06242257937510,21.279740377511,26.782682201864100,22.500126438902600,3.9459541026076800,3.21207890318,14.664638008514900,0.6774554246,0.09320508,0.5842503446,9.962950862445990,3.10554745148763,1.69927420855,4.47979681247214,0.6783323899362180,0.09320508,0.5851273099362180,65.17677026077760,14.12270814162630,27.814797629,18.844699089151300,4.394565401,2.024509945,2.370055456,55.65216285348790,13.26392708737530,23.9456611373,14.0634343258464,4.379140302966190,2.024509945,2.3546303579661900,64.8381115003302,36.30399758697150,6.46999690799,14.345557118057700,7.718559887311,3.118805428311,4.599754459,80.97092761559340,34.87408192660880,6.895778828565,31.59628130478220,7.604785555637490,3.118805428311,4.485980127326490,47.71834546237560,14.254393692375700,8.82620784755,10.506842680749900,14.1309012417,8.5541074372,5.5767938045,77.24550994633470,18.026600538901900,13.526474836225,31.522413222247300,14.17002134896050,8.5541074372,5.615913911760520,43.509844257566300,0.027139697043412900,4.37722759435,38.96759742217290,0.137879544,,0.137879544,12.30016783349480,0.1626429782361400,4.25082998515,7.748772162397750,0.13792270771093400,,0.13792270771093400,92.11064895055490,23.21187198175280,23.947512256,28.102080910802100,16.849183802,7.392421684,9.456762118,101.95466981480700,20.326484756227100,24.45390051945,40.36376830852050,16.81051623060970,7.392421684,9.418094546609690,18.121789729594100,0.7375796164033430,2.33640202408,10.540919847180800,4.50688824193,0.096690803,4.41019743893,14.834401106282000,0.6468962044433150,2.33858807408,7.5672127842045500,4.281704043554100,0.096690803,4.1850132405541,51013.270526,2389.198378,3470.13041,14286.99299,12840.580436,2145.8805,3560.417402,12320.07041,5481774.19023,659054.39303,282546.38,551489.393,3102845.6398,141670.702,372021.2624,372146.42,51013.270526,2389.198378,3470.13041,14286.99299,12840.580436,2145.8805,3560.417402,12320.07041,26961220850,4391596566,22569624280,6.918215326981880,4.169997332237430,16.037484554791700,5.406701746154820,6.305861952204470,5.731991056116510,4.166478092694700,8.275494085817270,64.3807602767451,15.117038848100800,196.96646919874800,140.06708184564300,26.095699565903200,86.82224101278770,39.87514318558470,273.9638602859790
1993,1993,354.6725149103800,89.8721936907158,78.26171644017,136.16617908665600,50.372425692838300,22.008421930090300,28.364003762748,355.69478994070900,90.37653060029110,79.11024176793,136.1587100913760,50.049307481112300,22.008421930090300,28.04088555102200,22.39473905740780,4.104193549759320,3.19162871785,14.45406232826840,0.64485446153,0.072803925,0.57205053653,10.05005083731100,3.1986213579402800,1.70624141985,4.499634837251,0.6455532222696920,0.072803925,0.5727492972696920,60.866129232929900,12.446722359908300,27.209238834,16.716445251021600,4.493722788,2.03284078,2.460882008,50.68187157476980,11.674065929027500,23.95341258,10.568378629927,4.486014435815380,2.03284078,2.4531736558153800,67.02241153923700,37.30365441096960,6.90021445632,14.475920544104200,8.342622127843260,3.406156446943260,4.9364656809,85.45103378298580,36.78421598316290,7.35046051091,33.11677131722190,8.199585971691030,3.406156446943260,4.79342952474777,48.195395614556800,13.29736349844990,9.226804697265,10.976184676389900,14.695042742452,8.923518538095,5.771524204357,76.9900214683063,16.882722786792400,13.989043164785,31.337512743150600,14.780742773578300,8.923518538095,5.857224235483270,45.72498138301860,0.03171851252558250,4.63695300805,40.91554046744310,0.140769395,,0.140769395,12.879458354474,0.19030318262793700,4.4725352383,8.07649849515319,0.14012143839287300,,0.14012143839287300,91.43512208027090,21.93591800279440,24.60248782585,27.626601592346500,17.27011465928,7.48241934328,9.787695316,104.0424346871000,20.985839990515400,25.14085836325,40.69206448048670,17.2236718528481,7.48241934328,9.741252509568100,19.03373600295910,0.7526233563087440,2.494388900835,11.001424227082400,4.785299518733,0.090682896772,4.694616621961,15.599919235761700,0.6607613702247080,2.497690490835,7.867849588185070,4.573617786516960,0.090682896772,4.482934889744960,52105.728138,2383.528703,3127.76685,14561.17511,13473.756263,2199.3802,3704.851482,12655.26953,5581568.66482,676583.16202,283327.56,569509.833,3150759.1172,145463.585,378498.9946,377426.413,52105.728138,2383.528703,3127.76685,14561.17511,13473.756263,2199.3802,3704.851482,12655.26953,27096687280,4293191936.0000000,22803495350,6.8264047476443500,4.216458910128330,16.20385214286990,5.287349467793490,6.342034998632200,5.855949032583820,4.210673305408830,8.221273710564760,63.72667099530880,14.85412496418860,178.880838753455,135.18646563615400,27.120776487326000,88.54077365461600,41.215219745161600,275.66283414059900
1994,1994,360.7874542416960,91.63719468759460,79.09593181919,138.79962323865500,51.254704496256,22.405882022448,28.848822473808,359.56115105133800,90.83928080629440,79.00091895378,138.8725208592030,50.84843043205990,22.405882022448,28.44254840961190,22.599711653220100,4.372312250195660,3.092025399,14.457043626424400,0.6783303776,0.097309395,0.5810209826,10.27484573939520,3.250618184042620,1.784249249,4.57284981523205,0.667128491120477,0.097309395,0.569819096120477,56.403328503334800,10.99968062793950,25.70946073,15.44050445839530,4.253682687,1.742159643,2.511523044,45.1317901682501,10.288169318408400,21.89524389,8.770410564602,4.177966395239650,1.742159643,2.435806752239650,70.29082439839340,39.1338133431879,7.55744922313,14.810616947539400,8.788944884536,3.703831138296,5.08511374624,90.9042271921263,38.90216524602130,8.017749169125,35.35755007809210,8.626762698887860,3.703831138296,4.922931560591860,49.20706146086410,12.356780155360400,9.323641747105,12.788225248618700,14.73841430978,8.869876004,5.86853830578,76.9536932506312,16.387540488504300,14.1147723131,31.611859449168500,14.83952099985840,8.869876004,5.96964499585843,47.27966099345120,0.031103162203478100,4.9092796,42.222655851247700,0.11662238,,0.11662238,13.504386878023300,0.19927969396606000,4.75214584,8.436897412003650,0.11606393205357000,,0.11606393205357000,94.89639054387050,23.931410332476400,25.855478338925,27.507934249469000,17.601567623,7.899789071,9.701778552,106.46016200630400,21.128912918521900,25.785014861525,41.97598125761000,17.570252968647600,7.899789071,9.670463897647570,20.11047668856170,0.8120948162312550,2.64859678103,11.572642856960400,5.07714223434,0.092916771152,4.984225463188,16.332045816607100,0.6825949568298020,2.65174363103,8.14697228249497,4.850734946252350,0.092916771152,4.757818175100350,53644.078095,2420.383936,2734.32446,14914.49688,14272.254832,2244.81073,3876.680697,13181.12656,5663996.1634,694208.172,283612.67,571566.74,3198011.5466,149159.066,384957.2428,382480.726,53644.078095,2420.383936,2734.32446,14914.49688,14272.254832,2244.81073,3876.680697,13181.12656,27779501990,4814918628,22964583360,6.702718432677310,4.245130529322420,16.505645481535200,5.159657336736870,6.369296811342580,6.0158242730884000,4.212894249775540,8.076711920009390,63.48188464087860,14.800813579871200,159.131784092192,134.6364087781440,28.425234201787700,90.5368157643417,42.425609914013900,278.34124641957600
1995,1995,368.6082835584090,93.07200834942580,80.259389028885,141.7986045160950,53.478281664003100,23.257957417755100,30.220324246248,369.44840055650100,93.48213037152640,81.324420245955,141.60974269046200,53.03210724855730,23.257957417755100,29.77414983080220,23.735942626790500,4.558738157109420,3.4213956908,15.0264734344811,0.7293353444,0.113405535,0.6159298094,10.734528085843500,3.446383323730650,1.8728171308,4.7026827635243,0.7126448677885850,0.113405535,0.5992393327885850,54.50096280760410,9.980258810441070,25.17437526,15.162605149038000,4.183723588125,1.771891156125,2.411832432,43.556099552433100,9.71942053310473,20.7517462858,8.947305522548,4.137627210980400,1.771891156125,2.365736054855400,74.13555198456710,41.281737380089200,8.05652793106,15.300697622906700,9.496589050511260,4.013827550511260,5.4827615,96.62544715780030,41.82895770717420,8.56595382844,37.000320887147000,9.230214735039190,4.013827550511260,5.21638718452793,50.69181332764550,12.422179852142300,9.73797698546,13.459855209598200,15.071801280445,9.041000169405,6.03080111104,79.23049682476320,16.23972447131620,15.5353481234,32.24538678212480,15.210037447922200,9.041000169405,6.169037278517150,48.334042356658600,0.03171851252558250,5.2235888,42.96525148413310,0.11348356,,0.11348356,13.799489978108100,0.21216880901594300,4.9599329,8.51425086290193,0.11313740619026800,,0.11313740619026800,95.7524098414942,23.913466091069800,25.84346705573,27.370319803166400,18.625156891528,8.210613936528,10.414542955,108.40008146533800,21.33273521038800,26.83593539168,41.63406008207480,18.597350781195300,8.210613936528,10.386736844667300,21.45756061364860,0.8839095460484350,2.802057305835,12.513401812771300,5.25819194899385,0.10721907018585,5.150972878808,17.10225749221430,0.7027403167967430,2.802686585835,8.56573579014113,5.031094799441390,0.10721907018585,4.923875729255540,55380.222649,2493.192421,2576.64024,15406.56418,15186.708101,2291.00961,4014.401977,13411.70612,5745283.94102,711866.26202,283496.37,573306.386,3244997.122,152767.936,391400.176,387449.689,55380.222649,2493.192421,2576.64024,15406.56418,15186.708101,2291.00961,4014.401977,13411.70612,28220153380,4766208930,23453944450,6.671125229995290,4.3055353431316800,16.904222357574100,5.14264542691589,6.362501110522950,6.023322607585280,4.260225455796270,8.082497520855170,64.30463739463330,15.079416821051600,153.63900268787600,138.19922254409200,29.77674356094550,90.3297533463314,43.69506847696020,279.7784707096210
1996,1996,377.80124870760600,95.06312167046340,82.472672797445,145.33288245897100,54.93257178072640,24.10796693266640,30.82460484806,379.2810490201390,95.52621268257700,83.19845674782,146.05621548862800,54.50016410111380,24.10796693266640,30.3921971684474,24.359878641598800,4.569044346705880,3.54867850235,15.475757109942900,0.7663986826,0.118162125,0.6482365576,11.090577172402300,3.564710292956540,1.93395521875,4.84371650798184,0.7481951527139030,0.118162125,0.6300330277139030,52.61962219082550,9.200848155207200,24.2258348175,15.008463408118300,4.18447581,1.99390545,2.19057036,40.96944884242400,8.88277057351819,19.6232511009,8.333295112263,4.130132055742760,1.99390545,2.1362266057427600,77.55996133668610,43.49671353332130,8.65305427287,15.758470392848800,9.651723137646,4.225177707846,5.4265454298,101.28699194922300,43.483103929823900,9.16757863742,39.2019380168264,9.434371365152290,4.225177707846,5.209193657306290,52.95300288817080,12.19288923977520,11.00299713009,14.333035606232100,15.4240809120734,9.5044133637134,5.91966754836,81.65803845937970,16.332180339653200,16.743898430005,33.01237656542400,15.569583124297500,9.5044133637134,6.065169760584080,49.309305232241200,0.031103162203478100,5.66746597375,43.49439041628780,0.11634568,,0.11634568,14.394090089097600,0.24642555191338000,5.3542427596,8.678242896358160,0.11517888122601600,,0.11517888122601600,98.15395723750870,24.61334065906650,26.371073946445,27.895754217416200,19.273788414581,8.161734784581,11.11205363,111.88582534557500,22.28888601869290,27.371962446705,42.9912164768114,19.233760403366100,8.161734784581,11.072025618785100,22.845521180574700,0.959182574183792,3.00356815444,13.367011308125000,5.51575914382595,0.10457350152595,5.4111856423,17.9960771620374,0.7281359760188990,3.00356815444,8.995429912963330,5.268943118615170,0.10457350152595,5.164369617089220,57526.255849,2621.261456,2479.41749,15778.66309,16150.43722,2438.42695,4125.921573,13932.12807,5826303.733,729978.504,283170.19,574994.311,3291615.7898,156339.703,397838.8072,392366.428,57526.255849,2621.261456,2479.41749,15778.66309,16150.43722,2438.42695,4125.921573,13932.12807,28995978740,4841017536,24154961210,6.59318155549197,4.231007611627690,16.523820214894100,5.175219091352030,6.2714705843253000,5.903022884937170,4.361710915642120,8.030777838347520,65.09805640099110,15.19301885141850,144.68136226636000,142.01538501722600,30.771207339291800,92.0693196474702,45.234594605524400,285.15646946628000
1997,1997,382.32612062365100,95.17298694975720,82.67449658445,149.41746070172400,55.06117638771940,23.88021511247440,31.180961275245,380.42017006429900,94.00502608458940,83.6992688324645,148.1374849751840,54.57839017206170,23.88021511247440,30.69817505958720,25.4786617994013,4.787545455126470,3.88421315345,16.021271438624800,0.7856317522,0.126912645,0.6587191072,11.351024672673200,3.6878538383032500,1.9378640092,4.95644830269775,0.768858522472182,0.126912645,0.641945877472182,51.24012370099640,8.874438301126030,22.90743376229,15.293135983230400,4.16511565435,1.99636467835,2.168750976,39.0539238250698,8.241163761591510,18.75527701635,7.9421920946495,4.115290952478790,1.99636467835,2.118926274128790,78.34197940802770,43.24043247992620,9.03331701097,16.077800771916100,9.99042914521529,4.445229628085290,5.54519951713,101.61995663269300,42.46892304263820,9.6931311101345,39.70224633395060,9.755656145969550,4.445229628085290,5.310426517884270,52.56710940304830,11.950869576108400,10.635627954945,14.27907424786290,15.701537624132,9.615515197774,6.086022426358,81.36743661646590,15.760008668406300,16.51217274875,33.25014851152340,15.845106687786200,9.615515197774,6.229591490012210,51.72448628893320,0.033842824233760900,6.5162051416,45.06267746409940,0.111760859,,0.111760859,15.572977733509100,0.2677807619061270,6.12540899845,9.0634241125233,0.11636386062962600,,0.11636386062962600,98.58732248730140,25.194609198613800,26.52412941113,28.317486099375400,18.5510977781822,7.5782341162122,10.97286366197,112.56197844875500,22.815329846812000,27.501726494265,43.731854287531500,18.513067820146300,7.5782341162122,10.934833703934100,24.38643753594280,1.0912491146224900,3.173570150065,14.366014696615300,5.75560357463995,0.11795884705295,5.637644727587,18.89287213513350,0.7639661649320390,3.173688455315,9.49117133230743,5.464046182579010,0.11795884705295,5.346087335526060,59828.893291,2715.570995,2508.49846,16291.00658,16864.216639,2544.25591,4319.479907,14585.8648,5906491.02599,748174.91999,282633.52,576707.753,3337489.3796,159865.763,404255.2134,397364.477,59828.893291,2715.570995,2508.49846,16291.00658,16864.216639,2544.25591,4319.479907,14585.8648,30971192970,6670642540,24300550430,6.358469113142120,4.179977136879520,15.5686457248492,4.994623028165640,6.025773909811360,6.120837794775550,4.3738766105883100,7.717196065656300,64.40713587650560,15.171618787789500,138.17866976666400,141.08954872411100,30.448023970902400,97.41283837934110,46.73501171755940,283.2713666268530
1998,1998,386.83926396144700,94.90548508774820,84.254563484725,152.30484143945200,55.374373949522,24.307510268174,31.066863681348,382.60975536276400,93.44926051287940,84.3733127522675,149.87485668240500,54.91232541521220,24.307510268174,30.604815147038200,25.74601652567750,4.902139665710980,4.08978176845,15.986260158716600,0.7678349328,0.136486035,0.6313488978,11.545208974719400,3.764309881876190,1.9906140247,5.01807391351125,0.772211154631991,0.136486035,0.635725119631991,51.36338382555240,8.603451048389530,23.27843556542,15.364030642942900,4.1174665688,1.8737798708,2.243686698,38.27358197445400,7.948719072541200,18.62819662452,7.6238650665895,4.072801210803260,1.8737798708,2.1990213400032600,79.0549164344984,43.34755039781470,9.052523038405,16.193635391829700,10.461207606449,4.677830465765,5.783377140684,102.01686555313800,42.489745477861300,9.7745768303575,39.60688340452910,10.14565984039050,4.677830465765,5.46782937462549,51.58579195407160,10.969150545865400,10.474655616355,14.193480188998100,15.948505602853,9.584090118094,6.364415484759,81.96316739941070,15.186740477792400,16.847898363065,33.79938366791260,16.129144890640600,9.584090118094,6.545054772546640,54.88388997393100,0.034401378432069100,6.9044102232,47.83251368929890,0.112564683,,0.112564683,16.239870089770100,0.2846746659325830,6.5289270172,9.30310970370624,0.12315870293126100,,0.12315870293126100,99.22283745860090,25.87280856567150,27.05897603156,28.12776977916930,18.1632830822,7.9198978212,10.243385261,113.01386447029900,23.022907097505700,27.20709969809,44.6500023154868,18.133855359216100,7.9198978212,10.213957538016100,24.98242778911520,1.1759834858639900,3.395781241335,14.60715158849620,5.80351147342,0.115425957315,5.688085516105,19.557196900972500,0.7521638393699830,3.396000194335,9.873538610669060,5.535494256598480,0.115425957315,5.420068299283480,61260.444562,2802.210285,2416.44722,16745.63362,17001.272426,2662.39256,4388.554151,15243.9343,5985040.94597,766556.97297,281388.73,578219.549,3382627.8674,163385.059,410607.9716,402254.796,61260.444562,2802.210285,2416.44722,16745.63362,17001.272426,2662.39256,4388.554151,15243.9343,29340689230,5134417961,24206271270,6.245624857905410,4.1200366141399100,15.838782514130000,4.894599348066390,6.00054295919194,6.099727866490910,4.45641006765659,7.4136940140380000,63.92767548572780,15.061123154340200,136.01675509340400,141.75094484640200,30.159056671980900,99.39629846918920,47.62985196016720,280.95094351665200
1999,1999,386.8303414017890,93.62681876880190,86.177673629795,150.20614271476800,56.819706288424,25.084084853514,31.73562143491,389.8282296759760,93.85601921915660,86.518865328148,153.06806927203500,56.385275856636200,25.084084853514,31.30119100312220,26.091028481394100,4.88065731351735,4.44277355725,15.890139655226800,0.8774579554,0.128819295,0.7486386604,11.595636413338700,3.617188409303090,2.02946158415,5.068804187917670,0.8801822319679680,0.128819295,0.7513629369679680,52.86746104697660,8.785479847039040,23.6568079622,16.155346146987500,4.26982709075,1.98322190875,2.286605182,38.59134329236550,7.940346300555610,18.87244865485,7.58869907448376,4.189849262476090,1.98322190875,2.2066273537260900,79.88176025291030,43.50977690584900,9.604884670885,16.191580642510300,10.575518033666,4.684795453966,5.8907225797,106.80732378784600,44.12595846618390,10.488950817583,41.8203455758032,10.37206892827580,4.684795453966,5.68727347430975,51.407660144421200,10.23296828476370,10.724866911675,14.277851193976500,16.171973754006,9.676834080616,6.49513967339,81.39335579273530,14.129634094339200,17.5090413904,33.43166891661130,16.323011391384800,9.676834080616,6.646177310768820,53.79777646944250,0.029051591984303000,7.25617305,46.42448551545820,0.088066312,,0.088066312,16.67087008025070,0.2813722621195440,6.7531998688,9.53959558430347,0.09670236502765490,,0.09670236502765490,98.08954227419650,25.047280994356900,27.08666260435,26.95174035806960,19.00385831742,8.49286755492,10.5109907625,115.26968859794700,22.979894133667900,27.54054361308,45.79765169163300,18.951599159566400,8.49286755492,10.458731604646400,24.695112732447400,1.1416038312915100,3.405504873435,14.314999202538900,5.833004825182,0.117546560262,5.71545826492,19.50001171149260,0.7816255529873410,3.325219399285,9.821304241282690,5.571862517937520,0.117546560262,5.4543159576755200,63355.513319,2889.202333,2540.4107,17146.03508,17788.548695,2687.66447,4356.774981,15946.87706,6063581.745,785259.593,280783.85,579579.902,3427054.2042,166941.064,416851.2468,407111.885,63355.513319,2889.202333,2540.4107,17146.03508,17788.548695,2687.66447,4356.774981,15946.87706,29591984420,5073022132,24518962290,6.153027720147420,4.013438685444510,15.190985966310700,4.747065745110750,6.004274188926230,6.202734852632360,4.475790417575520,7.2283550041958700,64.29009223755020,14.766628152912900,137.44146357550600,140.43509016076100,31.16592776879600,99.86081123965200,46.77930523462830,283.1400724101860
